# Export file dir = /home/bnsndv04/data/scptest/dailycd/ascii/sol9/6.2.10.2/scp/6.2/oil/export_to_lp
# Import file dir = /home/bnsndv04/data/scptest/dailycd/ascii/sol9/6.2.10.2/scp/6.2/oil/import_from_lp
# lpopt location = /home/bnsndv04/data/scptest/dailycd/ascii/sol9/6.2.10.2/scp/6.2
# Data file dir = /home/bnsndv04/data/scptest/dailycd/ascii/sol9/6.2.10.2/scp/6.2/instances/masterplanning/project_data/solver_data
## engine version = 6.2.10.2
## lpopt export: v5.2
## export start = 11-04-05 12:10
## PLAN: start = 2001-01-04, end = 2001-12-31
## Horizon 'LP_HORIZON'; start = 2001-01-04, end = 2001-12-31
## CDM_SCP = /home/bnsndv04/data/scptest/dailycd/ascii/sol9/6.2.10.2/scp/6.2/5.2_schema/scp
## Export parameters (env vars)
## Assuming 4.3+ CDM schema
## FlowRounding == 0: produce->up, consume->down
## SmartICMP = off
## ProfitOpt = off
## export script directory = /home/bnsndv04/data/scptest/dailycd/ascii/sol9/6.2.10.2/scp/6.2/oil/export_to_lp
# horizon name = 'LP_HORIZON'
param: TIMEBUCKET: start days npv_factor:= 
## discount rate =  0
#HEADER: start 	 days.count 	 discount_factor
#FILE: create_timebucket_new_set.in 
'2001-01-04'       1     1
'2001-01-05'       1     1
'2001-01-06'       1     1
'2001-01-07'       1     1
'2001-01-08'       1     1
'2001-01-09'       1     1
'2001-01-10'       1     1
'2001-01-11'       7     1
'2001-01-18'       7     1
'2001-01-25'       7     1
'2001-02-01'       7     1
'2001-02-08'       7     1
'2001-02-15'       7     1
'2001-02-22'       7     1
'2001-03-01'       7     1
'2001-03-08'       7     1
'2001-03-15'       17     1
'2001-04-01'       30     1
'2001-05-01'       31     1
'2001-06-01'       30     1
'2001-07-01'       31     1
'2001-08-01'       31     1
'2001-09-01'       30     1
'2001-10-01'       31     1
'2001-11-01'       30     1
'2001-12-01'       30     1
;
set LAYER := type demand_ranks bands backlog max_nfs_amt
#HEADER: name 	 rank 	 layer_type 	 demand_ranks 	 demand_bands 	 backlog  	 max_nfs_amt
#FILE: create_lp_layer_set.in 
'Layer2' 0 S '3~4' 100 0 -1
'Layer1' 0 S '1~2' 100 0 -1
'1000' 1000 S '*' 100
;
# local override
set OBLEVEL := time_weighted rel_tolerance abs_tolerance lp_method po_type active ls_hard twgt_bands tightMPA
#HEADER: oblevel 	 time_weighted 	 rel_tolerance 	 abs_tolerance 	 lp_method 	 po_method 	 active 	 ls_hard 	 twgt_bands 	 tightmpa 	 myprodmixbands
#FILE: tmapi_create_po_oblevel_set.in 
'campaign_planning["default(1000-10-0-0)"]' 1 0 0 PRIMAL M T F 1 0  0    
'amt_not_satisfied["Layer1"]' 1 0 0 PRIMAL M T F 1 0  0    
'backlog["Layer1"]' 1 0 0 PRIMAL M T F 1 0  0    
'amt_not_satisfied["Layer2"]' 1 0 0 PRIMAL M T F 1 0  0    
'backlog["Layer2"]' 1 0 0 PRIMAL M T F 1 0  0    
'min_band_violation["3"]' 1 0 0 PRIMAL M T F 1 0  0    
'min_cover_violation["3"]' 1 0 0 PRIMAL M T F 1 0  0    
'min_band_violation["2"]' 1 0 0 PRIMAL M T F 1 0  0    
'min_cover_violation["2"]' 1 0 0 PRIMAL M T F 1 0  0    
'min_band_violation["1"]' 1 0 0 PRIMAL M T F 1 0  0    
'min_cover_violation["1"]' 1 0 0 PRIMAL M T F 1 0  0    
'min_band_violation["0"]' 1 0 0 PRIMAL M T F 1 0  0    
'min_cover_violation["0"]' 1 0 0 PRIMAL M T F 1 0  0    
'alternates' 1 0 0 PRIMAL M T F 1 0  0    
'max_band_violation["3"]' 1 0 0 PRIMAL M T F 1 0  0    
'max_cover_violation["3"]' 1 0 0 PRIMAL M T F 1 0  0    
'max_band_violation["2"]' 1 0 0 PRIMAL M T F 1 0  0    
'max_cover_violation["2"]' 1 0 0 PRIMAL M T F 1 0  0    
'max_band_violation["1"]' 1 0 0 PRIMAL M T F 1 0  0    
'max_cover_violation["1"]' 1 0 0 PRIMAL M T F 1 0  0    
'profit_optimization' 1 0 0 PRIMAL M T F 1 0  0    
'surplus_storage' 1 0 0 PRIMAL M T F 1 0  0    
'op_earliness' 1 0 0 PRIMAL M T F 1 0  0    
'inventory' 1 0 0 PRIMAL M T F 1 0  0    
;
set BUFFER_STAGES := stage carryover
#HEADER: stage 	 carryover_type( 1-always carryover , 2-carryover within MLT , 3 - no carryover) 
#FILE: create_buffer_stage.in 
'NoCarry'  3
'nocarry'  3
'NOCARRY'  3
;
# tmapi buffer export
param: BUFFER : carrying_cost inv_cost type stage level transship priority indep_demand ndoc:= 
#HEADER: name 	 carry_cost 	 inv_cost 	 type 	 stage 	 buffer_level 	 transship 	 priority 	 indep_demand 	 daysofcover_approx 
#FILE: tmapi_create_buffer_set.in 
'Item2-at-RDC_A2'	 0.01315068  0     B '.' 1 T 1 F -1
'Item4-at-RDC_C2'	 0.01972603  0     B '.' 1 T 1 F -1
'Item3-at-RDC_B2'	 0.01808219  0     B '.' 1 T 1 F -1
'Item4-at-RDC_B2'	 0.01972603  0     B '.' 1 T 1 F -1
'Item3-at-RDC_A2'	 0.01808219  0     B '.' 1 T 1 F -1
'Int_A-at-Plant_1'	 0  0     B '.' 5 T 1 F -1
'Item4-at-RDC_A2'	 0.01972603  0     B '.' 1 T 1 F -1
'Int_B-at-Plant_1'	 0  0     B '.' 5 T 1 F -1
'Int_A-at-Plant_2'	 0  0     B '.' 5 T 1 F -1
'Int_C-at-Plant_1'	 0  0     B '.' 5 T 1 F -1
'Int_B-at-Plant_2'	 0  0     B '.' 5 T 1 F -1
'Item1-at-DC_A'	 0.01643836  0     B '.' 3 T 1 F -1
'raw_m-at-Plant_1'	 0  0     I '.' 6 T 1 F -1
'Item1-at-DC_B'	 0.01643836  0     B '.' 3 T 1 F -1
'Item1-at-DC_C'	 0.01643836  0     B '.' 2 T 1 F -1
'Item2-at-DC_A'	 0.01315068  0     B '.' 3 T 1 F -1
'Int_C-at-Plant_2'	 0  0     B '.' 5 T 1 F -1
'Item2-at-DC_B'	 0.01315068  0     B '.' 3 T 1 F -1
'Item2-at-DC_C'	 0.01315068  0     B '.' 2 T 1 F -1
'raw_m-at-Plant_2'	 0  0     I '.' 6 T 1 F -1
'Item3-at-DC_A'	 0.01808219  0     B '.' 3 T 1 F -1
'Item3-at-DC_B'	 0.01808219  0     B '.' 3 T 1 F -1
'Item3-at-DC_C'	 0.01808219  0     B '.' 2 T 1 F -1
'Item4-at-DC_A'	 0.01972603  0     B '.' 3 T 1 F -1
'Item1-at-Plant_1'	 0.01643836  0     B '.' 4 T 1 F -1
'Item4-at-DC_B'	 0.01972603  0     B '.' 3 T 1 F -1
'Item1-at-Plant_2'	 0.01643836  0     B '.' 4 T 1 F -1
'Item4-at-DC_C'	 0.01972603  0     B '.' 2 T 1 F -1
'Item2-at-Plant_1'	 0.01315068  0     B '.' 4 T 1 F -1
'Item2-at-Plant_2'	 0.01315068  0     B '.' 4 T 1 F -1
'Item1-at-RDC_C1'	 0.01643836  0     B '.' 1 T 1 F -1
'Item3-at-Plant_1'	 0.01808219  0     B '.' 4 T 1 F -1
'Item3-at-Plant_2'	 0.01808219  0     B '.' 4 T 1 F -1
'Item1-at-RDC_B1'	 0.01643836  0     B '.' 1 T 1 F -1
'Item2-at-RDC_C1'	 0.01315068  0     B '.' 1 T 1 F -1
'Item4-at-Plant_1'	 0.01972603  0     B '.' 4 T 1 F -1
'Item4-at-Plant_2'	 0.01972603  0     B '.' 4 T 1 F -1
'Item3-at-RDC_C1'	 0.01808219  0     B '.' 1 T 1 F -1
'Item2-at-RDC_B1'	 0.01315068  0     B '.' 1 T 1 F -1
'Item1-at-RDC_A1'	 0.01643836  0     B '.' 1 T 1 F -1
'Item2-at-RDC_A1'	 0.01315068  0     B '.' 1 T 1 F -1
'Item4-at-RDC_C1'	 0.01972603  0     B '.' 1 T 1 F -1
'Item3-at-RDC_B1'	 0.01808219  0     B '.' 1 T 1 F -1
'Item1-at-RDC_C2'	 0.01643836  0     B '.' 1 T 1 F -1
'Item4-at-RDC_B1'	 0.01972603  0     B '.' 1 T 1 F -1
'Item3-at-RDC_A1'	 0.01808219  0     B '.' 1 T 1 F -1
'Item4-at-RDC_A1'	 0.01972603  0     B '.' 1 T 1 F -1
'Item1-at-RDC_B2'	 0.01643836  0     B '.' 1 T 1 F -1
'Item2-at-RDC_C2'	 0.01315068  0     B '.' 1 T 1 F -1
'Item3-at-RDC_C2'	 0.01808219  0     B '.' 1 T 1 F -1
'Item2-at-RDC_B2'	 0.01315068  0     B '.' 1 T 1 F -1
'Item1-at-RDC_A2'	 0.01643836  0     B '.' 1 T 1 F -1
;
# now = 11-04-05 12:10; increment = 00:00
param: MINBUFFER_BUCKET: min_inv_level_bucket :=
#HEADER: name	 start 	 end 	 min
#FILE: create_minsafetystock_setparam.in  
;
param: MAXBUFFER_BUCKET: max_inv_level_bucket :=
#HEADER: name	 start 	 end 	 max
#FILE: create_maxsafetystock_setparam.in 
;
param: MINTIMEBUFFER_BUCKET: min_inv_level_bucket :=
#HEADER: name 	 start 	 end 	 min 
#FILE: create_mintime_safetystock_setparam.in 
;
param: MAXTIMEBUFFER_BUCKET: max_inv_level_bucket :=
#HEADER: name 	 start 	 end 	 max 
#FILE: create_maxtime_safetystock_setparam.in 
;
param INV_REQUIREMENT := buffer_name band_level band_type start end amount
#HEADER: name 	 band_level 	 band_type 	 start , end 	 amount 
#FILE: tmapi_create_inventory_bands.in 
;
# now = 11-04-05 12:10; increment = 00:00
param: OPERATION : operation_cost type := 
